# GRCh38.p14 alt loci scaffold placement relative to primary chromosomes
# Source: UCSC hg38 altSeqLiftOverPsl + NCBI GCF_000001405.40 assembly report
# Date built: 2026-03-11
#
# Columns:
#   ucsc_alt_name       UCSC-style name of the alt scaffold (matches BAM/BED naming)
#   primary_chrom       Primary chromosome this scaffold is placed on
#   primary_start       0-based start of aligned region on the primary chromosome
#   primary_end         End of aligned region on primary chromosome (half-open)
#   alt_aligned_start   0-based start of aligned region on the alt scaffold
#   alt_aligned_end     End of aligned region on alt scaffold (half-open)
#   alt_start_tail      Unaligned bases before the aligned region on the alt scaffold
#   alt_stop_tail       Unaligned bases after the aligned region on the alt scaffold
#   alt_seq_length      Full length of the alt scaffold
#   orientation         Strand of the alt scaffold relative to primary (+/-)
#   refseq_acc          RefSeq accession (matches NCBI FASTA headers)
#   genbank_acc         GenBank accession (GL/KI/KQ etc. prefix)
#   assembly_unit       NCBI assembly unit group (ALT_REF_LOCI_N)
#   coord_conversion    Linear formula: primary_pos -> alt_pos (ignores small indels;
#                       sufficient for read-overlap fetching purposes)
#                       Valid range: primary_pos in [primary_start, primary_end)
ucsc_alt_name	primary_chrom	primary_start	primary_end	alt_aligned_start	alt_aligned_end	alt_start_tail	alt_stop_tail	alt_seq_length	orientation	refseq_acc	genbank_acc	assembly_unit	coord_conversion
chr19_KI270890v1_alt	chr19	54698376	54869045	0	184499	0	0	184499	-	NT_187644.1	KI270890.1	ALT_REF_LOCI_18	alt_pos = 184499 - (primary_pos - 54698376)
chr19_KI270884v1_alt	chr19	54698376	54869245	0	157053	0	0	157053	-	NT_187638.1	KI270884.1	ALT_REF_LOCI_12	alt_pos = 157053 - (primary_pos - 54698376)
chr19_KV575250v1_alt	chr19	54698376	54911985	0	241058	0	0	241058	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KI270886v1_alt	chr19	54698376	54858867	2	204239	2	0	204239	-	NT_187640.1	KI270886.1	ALT_REF_LOCI_14	alt_pos = 204239 - (primary_pos - 54698376)
chr19_KI270914v1_alt	chr19	54698376	54858949	1	205194	1	0	205194	-	NT_187668.1	KI270914.1	ALT_REF_LOCI_20	alt_pos = 205194 - (primary_pos - 54698376)
chr19_KV575251v1_alt	chr19	54698376	54857647	0	159285	0	0	159285	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KV575255v1_alt	chr19	54698376	54859438	0	161095	0	0	161095	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KV575246v1_alt	chr19	54698376	54862477	0	163926	0	0	163926	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KV575253v1_alt	chr19	54698376	54865096	0	166713	0	0	166713	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KI270931v1_alt	chr19	54698376	54869415	0	170148	0	0	170148	-	NT_187685.1	KI270931.1	ALT_REF_LOCI_32	alt_pos = 170148 - (primary_pos - 54698376)
chr19_KI270933v1_alt	chr19	54698376	54869056	0	170537	0	0	170537	-	NT_187687.1	KI270933.1	ALT_REF_LOCI_34	alt_pos = 170537 - (primary_pos - 54698376)
chr19_KI270930v1_alt	chr19	54698376	54869056	0	200773	0	0	200773	-	NT_187684.1	KI270930.1	ALT_REF_LOCI_31	alt_pos = 200773 - (primary_pos - 54698376)
chr19_KI270889v1_alt	chr19	54698376	54869056	0	170698	0	0	170698	-	NT_187643.1	KI270889.1	ALT_REF_LOCI_17	alt_pos = 170698 - (primary_pos - 54698376)
chr19_KI270932v1_alt	chr19	54698376	54869394	0	215732	0	0	215732	-	NT_187686.1	KI270932.1	ALT_REF_LOCI_33	alt_pos = 215732 - (primary_pos - 54698376)
chr19_KV575248v1_alt	chr19	54698376	54866476	0	168131	0	0	168131	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KI270915v1_alt	chr19	54698376	54869056	0	170665	0	0	170665	-	NT_187669.1	KI270915.1	ALT_REF_LOCI_21	alt_pos = 170665 - (primary_pos - 54698376)
chr19_KI270891v1_alt	chr19	54698376	54869056	0	170680	0	0	170680	-	NT_187645.1	KI270891.1	ALT_REF_LOCI_19	alt_pos = 170680 - (primary_pos - 54698376)
chr19_KI270919v1_alt	chr19	54698376	54869057	0	170701	0	0	170701	-	NT_187673.1	KI270919.1	ALT_REF_LOCI_25	alt_pos = 170701 - (primary_pos - 54698376)
chr19_KI270883v1_alt	chr19	54698376	54868790	0	170399	0	0	170399	-	NT_187637.1	KI270883.1	ALT_REF_LOCI_11	alt_pos = 170399 - (primary_pos - 54698376)
chr19_KI270885v1_alt	chr19	54698376	54869367	0	171027	0	0	171027	-	NT_187639.1	KI270885.1	ALT_REF_LOCI_13	alt_pos = 171027 - (primary_pos - 54698376)
chr19_KV575247v1_alt	chr19	54698376	54868566	0	170206	0	0	170206	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KV575259v1_alt	chr19	54698376	54869651	0	171263	0	0	171263	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KI270882v1_alt	chr19	54698376	54875515	2	248807	2	0	248807	-	NT_187636.1	KI270882.1	ALT_REF_LOCI_10	alt_pos = 248807 - (primary_pos - 54698376)
chr19_KI270887v1_alt	chr19	54698376	54881189	2	209512	2	0	209512	-	NT_187641.1	KI270887.1	ALT_REF_LOCI_15	alt_pos = 209512 - (primary_pos - 54698376)
chr19_KV575252v1_alt	chr19	54698376	54877599	0	178197	0	0	178197	+	.	.	.	alt_pos = 0 + (primary_pos - 54698376)
chr19_KI270921v1_alt	chr19	54701161	54911985	3	282224	3	0	282224	+	NT_187675.1	KI270921.1	ALT_REF_LOCI_27	alt_pos = 3 + (primary_pos - 54701161)
chr19_KI270923v1_alt	chr19	54709011	54911985	3	189352	3	0	189352	+	NT_187677.1	KI270923.1	ALT_REF_LOCI_29	alt_pos = 3 + (primary_pos - 54709011)
chr19_KI270920v1_alt	chr19	54713159	54911985	2	198005	2	0	198005	+	NT_187674.1	KI270920.1	ALT_REF_LOCI_26	alt_pos = 2 + (primary_pos - 54713159)
chr19_KV575258v1_alt	chr19	54720576	54911985	0	156965	0	0	156965	-	.	.	.	alt_pos = 156965 - (primary_pos - 54720576)
chr19_KI270917v1_alt	chr19	54721062	54911985	22	190932	22	0	190932	+	NT_187671.1	KI270917.1	ALT_REF_LOCI_23	alt_pos = 22 + (primary_pos - 54721062)
chr19_KI270922v1_alt	chr19	54724021	54911985	0	187935	0	0	187935	+	NT_187676.1	KI270922.1	ALT_REF_LOCI_28	alt_pos = 0 + (primary_pos - 54724021)
chr19_KI270929v1_alt	chr19	54725824	54911985	2	186203	2	0	186203	+	NT_187683.1	KI270929.1	ALT_REF_LOCI_30	alt_pos = 2 + (primary_pos - 54725824)
chr20_GL383577v2_alt	chr20	17771101	17893471	0	128386	0	0	128386	+	NW_003315966.2	GL383577.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 17771101)
chr20_KI270869v1_alt	chr20	61886305	62008187	0	118774	0	0	118774	+	NT_187623.1	KI270869.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 61886305)
chr20_KI270871v1_alt	chr20	63414720	63471095	0	58661	0	0	58661	+	NT_187625.1	KI270871.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 63414720)
chr20_KI270870v1_alt	chr20	64095054	64274842	0	183433	0	0	183433	+	NT_187624.1	KI270870.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 64095054)
chr21_GL383578v2_alt	chr21	14424140	14475471	0	63917	0	0	63917	+	NW_003315967.2	GL383578.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 14424140)
chr21_KI270874v1_alt	chr21	17146892	17310433	0	166743	0	0	166743	+	NT_187628.1	KI270874.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 17146892)
chr21_KI270873v1_alt	chr21	17603694	17744061	0	143900	0	0	143900	+	NT_187627.1	KI270873.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 17603694)
chr21_GL383579v2_alt	chr21	22102473	22296968	0	201197	0	0	201197	+	NW_003315968.2	GL383579.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 22102473)
chr21_GL383580v2_alt	chr21	32769078	32837937	0	74653	0	0	74653	+	NW_003315969.2	GL383580.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 32769078)
chr21_GL383581v2_alt	chr21	33405428	33512559	0	116689	0	0	116689	+	NW_003315970.2	GL383581.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 33405428)
chr21_KI270872v1_alt	chr21	46140941	46221322	0	82692	0	0	82692	+	NT_187626.1	KI270872.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 46140941)
chr22_KI270875v1_alt	chr22	22373448	22624257	0	259914	0	0	259914	+	NT_187629.1	KI270875.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 22373448)
chr22_KI270878v1_alt	chr22	23354042	23516062	0	186262	0	0	186262	+	NT_187632.1	KI270878.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 23354042)
chr22_KI270879v1_alt	chr22	23763638	24013509	0	304135	0	0	304135	+	NT_187633.1	KI270879.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 23763638)
chr22_KI270876v1_alt	chr22	35685233	35942668	0	263666	0	0	263666	+	NT_187630.1	KI270876.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 35685233)
chr22_KI270877v1_alt	chr22	36779213	36877704	0	101331	0	0	101331	+	NT_187631.1	KI270877.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 36779213)
chr22_GL383583v2_alt	chr22	38884293	39011160	0	96924	0	0	96924	+	NW_003315972.2	GL383583.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 38884293)
chr22_GL383582v2_alt	chr22	42077655	42252562	0	162811	0	0	162811	+	NW_003315971.2	GL383582.2	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 42077655)
chr22_KI270928v1_alt	chr22	42077655	42253758	0	176103	0	0	176103	+	NT_187682.1	KI270928.1	ALT_REF_LOCI_3	alt_pos = 0 + (primary_pos - 42077655)
chr22_KB663609v1_alt	chr22	42077655	42139533	0	74013	0	0	74013	+	NW_004504305.1	KB663609.1	ALT_REF_LOCI_2	alt_pos = 0 + (primary_pos - 42077655)
chr22_KN196485v1_alt	chr22	42085049	42253758	0	156562	0	0	156562	+	.	.	.	alt_pos = 0 + (primary_pos - 42085049)
chr22_KQ458387v1_alt	chr22	42095279	42253758	0	155930	0	0	155930	+	.	.	.	alt_pos = 0 + (primary_pos - 42095279)
chr22_KQ458388v1_alt	chr22	42106393	42253758	0	174749	0	0	174749	+	.	.	.	alt_pos = 0 + (primary_pos - 42106393)
chr22_KN196486v1_alt	chr22	42114416	42253758	0	153027	0	0	153027	+	.	.	.	alt_pos = 0 + (primary_pos - 42114416)
chr22_KQ759761v1_alt	chr22	42122258	42253758	0	145162	0	0	145162	+	.	.	.	alt_pos = 0 + (primary_pos - 42122258)
chr10	chr10_GL383545v1_alt	0	179254	27285654	27417608	27285654	106379814	133797422	+	.	.	.	alt_pos = 27285654 + (primary_pos - 0)
chr10	chr10_GL383546v1_alt	0	309802	45175232	45468971	45175232	88328451	133797422	+	.	.	.	alt_pos = 45175232 + (primary_pos - 0)
chr10	chr10_KI270824v1_alt	0	181496	42103239	42298939	42103239	91498483	133797422	+	.	.	.	alt_pos = 42103239 + (primary_pos - 0)
chr10	chr10_KI270825v1_alt	0	169918	77761308	77931226	77761308	55866196	133797422	+	.	.	.	alt_pos = 77761308 + (primary_pos - 0)
chr10	chr10_KQ090020v1_alt	0	185507	65503224	65684914	65503224	68112508	133797422	+	.	.	.	alt_pos = 65503224 + (primary_pos - 0)
chr11	chr11_GL383547v1_alt	0	154407	25170406	25319080	25170406	109767542	135086622	+	.	.	.	alt_pos = 25170406 + (primary_pos - 0)
chr11	chr11_JH159136v1_alt	0	200998	56189251	56382643	56189251	78703979	135086622	+	.	.	.	alt_pos = 56189251 + (primary_pos - 0)
chr11	chr11_JH159137v1_alt	0	191409	56693232	56873567	56693232	78213055	135086622	+	.	.	.	alt_pos = 56693232 + (primary_pos - 0)
chr11	chr11_KI270826v1_alt	0	186169	134773599	134962792	134773599	123830	135086622	+	.	.	.	alt_pos = 134773599 + (primary_pos - 0)
chr11	chr11_KI270827v1_alt	0	67707	69165290	69229344	69165290	65857278	135086622	+	.	.	.	alt_pos = 69165290 + (primary_pos - 0)
chr11	chr11_KI270829v1_alt	0	204059	7779132	7972558	7779132	127114064	135086622	+	.	.	.	alt_pos = 7779132 + (primary_pos - 0)
chr11	chr11_KI270830v1_alt	0	177092	1523473	1694855	1523473	133391767	135086622	+	.	.	.	alt_pos = 1523473 + (primary_pos - 0)
chr11	chr11_KI270831v1_alt	0	296883	2767813	3065846	2767813	132020776	135086622	+	.	.	.	alt_pos = 2767813 + (primary_pos - 0)
chr11	chr11_KI270832v1_alt	0	210133	470359	678681	470359	134407941	135086622	+	.	.	.	alt_pos = 470359 + (primary_pos - 0)
chr11	chr11_KI270902v1_alt	0	106711	937257	1037146	937257	134049476	135086622	+	.	.	.	alt_pos = 937257 + (primary_pos - 0)
chr11	chr11_KI270903v1_alt	0	214625	1523473	1740879	1523473	133345743	135086622	+	.	.	.	alt_pos = 1523473 + (primary_pos - 0)
chr11	chr11_KI270927v1_alt	0	218612	937257	1150311	937257	133936311	135086622	+	.	.	.	alt_pos = 937257 + (primary_pos - 0)
chr11	chr11_KN538368v1_alt	0	203552	7779132	7972558	7779132	127114064	135086622	+	.	.	.	alt_pos = 7779132 + (primary_pos - 0)
chr11	chr11_KZ559110v1_alt	0	301637	90093877	90364703	90093877	44721919	135086622	+	.	.	.	alt_pos = 90093877 + (primary_pos - 0)
chr11	chr11_KZ559111v1_alt	0	181167	59910345	60087289	59910345	74999333	135086622	+	.	.	.	alt_pos = 59910345 + (primary_pos - 0)
chr11	chr11_MU273368v1_alt	0	261194	104700867	104962061	104700867	30124561	135086622	+	.	.	.	alt_pos = 104700867 + (primary_pos - 0)
chr12	chr12_GL383549v1_alt	0	120804	27996033	28110778	27996033	105164531	133275309	-	.	.	.	alt_pos = 28110778 - (primary_pos - 0)
chr12	chr12_GL383550v2_alt	0	169178	57932736	58092755	57932736	75182554	133275309	-	.	.	.	alt_pos = 58092755 - (primary_pos - 0)
chr12	chr12_GL383551v1_alt	0	184319	126227197	126405474	126227197	6869835	133275309	+	.	.	.	alt_pos = 126227197 + (primary_pos - 0)
chr12	chr12_GL383552v1_alt	0	138655	58929264	59060870	58929264	74214439	133275309	+	.	.	.	alt_pos = 58929264 + (primary_pos - 0)
chr12	chr12_GL383553v2_alt	0	152874	101111598	101258295	101111598	32017014	133275309	-	.	.	.	alt_pos = 101258295 - (primary_pos - 0)
chr12	chr12_GL877875v1_alt	0	167313	10000	173298	10000	133102011	133275309	+	.	.	.	alt_pos = 10000 + (primary_pos - 0)
chr12	chr12_GL877876v1_alt	0	408271	10801294	11177617	10801294	122097692	133275309	+	.	.	.	alt_pos = 10801294 + (primary_pos - 0)
chr12	chr12_KI270833v1_alt	0	76061	130323075	130394967	130323075	2880342	133275309	+	.	.	.	alt_pos = 130323075 + (primary_pos - 0)
chr12	chr12_KI270834v1_alt	0	119498	123826508	123945954	123826508	9329355	133275309	+	.	.	.	alt_pos = 123826508 + (primary_pos - 0)
chr12	chr12_KI270835v1_alt	0	238139	31111479	31347345	31111479	101927964	133275309	+	.	.	.	alt_pos = 31111479 + (primary_pos - 0)
chr12	chr12_KI270836v1_alt	0	56134	131543019	131584984	131543019	1690325	133275309	+	.	.	.	alt_pos = 131543019 + (primary_pos - 0)
chr12	chr12_KI270837v1_alt	0	40090	11337224	11377386	11337224	121897923	133275309	-	.	.	.	alt_pos = 11377386 - (primary_pos - 0)
chr12	chr12_KI270904v1_alt	0	572349	10801294	11377386	10801294	121897923	133275309	+	.	.	.	alt_pos = 10801294 + (primary_pos - 0)
chr12	chr12_KQ090023v1_alt	0	109323	1033529	1135924	1033529	132139385	133275309	+	.	.	.	alt_pos = 1033529 + (primary_pos - 0)
chr12	chr12_KZ208918v1_alt	0	174808	86094143	86261655	86094143	47013654	133275309	+	.	.	.	alt_pos = 86094143 + (primary_pos - 0)
chr12	chr12_KZ559112v1_alt	0	154139	127053476	127193247	127053476	6082062	133275309	+	.	.	.	alt_pos = 127053476 + (primary_pos - 0)
chr13	chr13_KI270838v1_alt	0	306913	112182874	112505943	112182874	1858385	114364328	+	.	.	.	alt_pos = 112182874 + (primary_pos - 0)
chr13	chr13_KI270839v1_alt	0	180306	25652361	25828680	25652361	88535648	114364328	-	.	.	.	alt_pos = 25828680 - (primary_pos - 0)
chr13	chr13_KI270840v1_alt	0	191684	18698350	18884136	18698350	95480192	114364328	+	.	.	.	alt_pos = 18698350 + (primary_pos - 0)
chr13	chr13_KI270841v1_alt	0	169134	89598963	89764093	89598963	24600235	114364328	+	.	.	.	alt_pos = 89598963 + (primary_pos - 0)
chr13	chr13_KI270842v1_alt	540	37287	113727530	113763795	113727530	600533	114364328	+	.	.	.	alt_pos = 113727530 + (primary_pos - 540)
chr13	chr13_KI270843v1_alt	0	103832	70341885	70442876	70341885	43921452	114364328	+	.	.	.	alt_pos = 70341885 + (primary_pos - 0)
chr13	chr13_KQ090024v1_alt	0	168146	84294440	84452423	84294440	29911905	114364328	+	.	.	.	alt_pos = 84294440 + (primary_pos - 0)
chr13	chr13_KQ090025v1_alt	0	123480	108604133	108722945	108604133	5641383	114364328	+	.	.	.	alt_pos = 108604133 + (primary_pos - 0)
chr14	chr14_KI270844v1_alt	0	322166	91535864	91854371	91535864	15189347	107043718	+	.	.	.	alt_pos = 91535864 + (primary_pos - 0)
chr14	chr14_KI270845v1_alt	0	180703	104449321	104622880	104449321	2420838	107043718	+	.	.	.	alt_pos = 104449321 + (primary_pos - 0)
chr14	chr14_KI270846v1_alt	0	1351393	105533002	106860219	105533002	183499	107043718	+	.	.	.	alt_pos = 105533002 + (primary_pos - 0)
chr14	chr14_KI270847v1_alt	0	1511111	92885438	94394539	92885438	12649179	107043718	+	.	.	.	alt_pos = 92885438 + (primary_pos - 0)
chr14	chr14_KZ208919v1_alt	0	171798	63664048	63829157	63664048	43214561	107043718	+	.	.	.	alt_pos = 63664048 + (primary_pos - 0)
chr14	chr14_ML143368v1_alt	0	264228	46309690	46567274	46309690	60476444	107043718	+	.	.	.	alt_pos = 46309690 + (primary_pos - 0)
chr15	chr15_GL383554v1_alt	0	296527	28312040	28596947	28312040	73394242	101991189	+	.	.	.	alt_pos = 28312040 + (primary_pos - 0)
chr15	chr15_GL383555v2_alt	0	388773	65908182	66284818	65908182	35706371	101991189	+	.	.	.	alt_pos = 65908182 + (primary_pos - 0)
chr15	chr15_KI270848v1_alt	0	327382	22902960	23226874	22902960	78764315	101991189	+	.	.	.	alt_pos = 22902960 + (primary_pos - 0)
chr15	chr15_KI270849v1_alt	0	244917	44676663	44913053	44676663	57078136	101991189	+	.	.	.	alt_pos = 44676663 + (primary_pos - 0)
chr15	chr15_KI270850v1_alt	0	430880	82289983	82641774	82289983	19349415	101991189	+	.	.	.	alt_pos = 82289983 + (primary_pos - 0)
chr15	chr15_KI270851v1_alt	2732	263054	22358242	22618722	22358242	79372467	101991189	+	.	.	.	alt_pos = 22358242 + (primary_pos - 2732)
chr15	chr15_KI270852v1_alt	0	478999	21242090	21714003	21242090	80277186	101991189	+	.	.	.	alt_pos = 21242090 + (primary_pos - 0)
chr15	chr15_KI270905v1_alt	0	5161414	27865713	32946929	27865713	69044260	101991189	+	.	.	.	alt_pos = 27865713 + (primary_pos - 0)
chr15_KN538374v1_fix	chr15_KI270905v1_alt	0	5161414	0	4998962	0	0	4998962	+	.	.	.	alt_pos = 0 + (primary_pos - 0)
chr15	chr15_KI270905v1_alt	2662687	2873409	30377807	30588468	30377807	71402721	101991189	-	.	.	.	alt_pos = 30588468 - (primary_pos - 2662687)
chr15	chr15_KI270906v1_alt	0	196384	23035267	23226874	23035267	78764315	101991189	+	.	.	.	alt_pos = 23035267 + (primary_pos - 0)
chr15_KI270905v1_alt	chr15_KN538374v1_fix	0	4998962	0	5161414	0	0	5161414	+	NT_187660.1	KI270905.1	ALT_REF_LOCI_2	alt_pos = 0 + (primary_pos - 0)
chr15	chr15_KQ031389v1_alt	0	2365364	30012326	32846950	30012326	69144239	101991189	+	.	.	.	alt_pos = 30012326 + (primary_pos - 0)
chr15	chr15_KQ031389v1_alt	112013	1932750	30593322	32413998	30593322	69577191	101991189	-	.	.	.	alt_pos = 32413998 - (primary_pos - 112013)
chr15	chr15_MU273375v1_alt	0	204007	34261290	34457915	34261290	67533274	101991189	+	.	.	.	alt_pos = 34261290 + (primary_pos - 0)
chr16	chr16_GL383556v1_alt	0	192462	55772980	55968548	55772980	34369797	90338345	+	.	.	.	alt_pos = 55772980 + (primary_pos - 0)
chr16	chr16_GL383557v1_alt	0	89672	69140150	69224690	69140150	21113655	90338345	-	.	.	.	alt_pos = 69224690 - (primary_pos - 0)
chr16	chr16_KI270853v1_alt	0	2659700	14427143	16998739	14427143	73339606	90338345	+	.	.	.	alt_pos = 14427143 + (primary_pos - 0)
chr16	chr16_KI270853v1_alt	340427	982308	14804573	15322230	14804573	75016115	90338345	-	.	.	.	alt_pos = 15322230 - (primary_pos - 340427)
chr16	chr16_KI270854v1_alt	0	134193	400854	531525	400854	89806820	90338345	+	.	.	.	alt_pos = 400854 + (primary_pos - 0)
chr16	chr16_KI270855v1_alt	0	232857	4299636	4530534	4299636	85807811	90338345	+	.	.	.	alt_pos = 4299636 + (primary_pos - 0)
chr16	chr16_KI270856v1_alt	2032	63982	1871894	1933852	1871894	88404493	90338345	+	.	.	.	alt_pos = 1871894 + (primary_pos - 2032)
chr16	chr16_KQ031390v1_alt	0	169136	75930095	76091406	75930095	14246939	90338345	+	.	.	.	alt_pos = 75930095 + (primary_pos - 0)
chr16	chr16_KQ090026v1_alt	0	59016	2820535	2873621	2820535	87464724	90338345	+	.	.	.	alt_pos = 2820535 + (primary_pos - 0)
chr16	chr16_KQ090027v1_alt	0	267463	71137291	71399966	71137291	18938379	90338345	+	.	.	.	alt_pos = 71137291 + (primary_pos - 0)
chr16	chr16_KZ208921v1_alt	0	78609	75169810	75248387	75169810	15089958	90338345	+	.	.	.	alt_pos = 75169810 + (primary_pos - 0)
chr16	chr16_KZ208921v1_alt	36415	52944	75206214	75222748	75206214	15115597	90338345	-	.	.	.	alt_pos = 75222748 - (primary_pos - 36415)
chr17	chr17_GL000258v2_alt	0	1821992	45309497	46836265	45309497	36421176	83257441	+	.	.	.	alt_pos = 45309497 + (primary_pos - 0)
chr17	chr17_GL000258v2_alt	186274	1551188	45495830	46565079	45495830	36692362	83257441	-	.	.	.	alt_pos = 46565079 - (primary_pos - 186274)
chr17	chr17_GL383563v3_alt	0	375691	60000	402637	60000	82854804	83257441	+	.	.	.	alt_pos = 60000 + (primary_pos - 0)
chr17	chr17_GL383564v2_alt	0	133151	41307109	41432935	41307109	41824506	83257441	-	.	.	.	alt_pos = 41432935 - (primary_pos - 0)
chr17	chr17_GL383565v1_alt	0	223995	70306277	70524219	70306277	12733222	83257441	+	.	.	.	alt_pos = 70306277 + (primary_pos - 0)
chr17	chr17_GL383566v1_alt	11621	90219	77220729	77299326	77220729	5958115	83257441	+	.	.	.	alt_pos = 77220729 + (primary_pos - 11621)
chr17	chr17_JH159146v1_alt	0	278131	40850732	41128408	40850732	42129033	83257441	+	.	.	.	alt_pos = 40850732 + (primary_pos - 0)
chr17	chr17_JH159147v1_alt	0	70345	41226442	41307109	41226442	41950332	83257441	-	.	.	.	alt_pos = 41307109 - (primary_pos - 0)
chr17	chr17_JH159148v1_alt	0	88070	41207669	41307109	41207669	41950332	83257441	-	.	.	.	alt_pos = 41307109 - (primary_pos - 0)
chr17	chr17_KI270857v1_alt	0	2877074	35765468	38841755	35765468	44415686	83257441	+	.	.	.	alt_pos = 35765468 + (primary_pos - 0)
chr17	chr17_KI270858v1_alt	0	235827	71584517	71819311	71584517	11438130	83257441	+	.	.	.	alt_pos = 71584517 + (primary_pos - 0)
chr17	chr17_KI270859v1_alt	0	108763	72833330	72935743	72833330	10321698	83257441	+	.	.	.	alt_pos = 72833330 + (primary_pos - 0)
chr17	chr17_KI270860v1_alt	0	178921	82922719	83103577	82922719	153864	83257441	-	.	.	.	alt_pos = 83103577 - (primary_pos - 0)
chr17	chr17_KI270861v1_alt	0	196688	1569972	1767739	1569972	81489702	83257441	+	.	.	.	alt_pos = 1569972 + (primary_pos - 0)
chr17	chr17_KI270862v1_alt	0	391357	960753	1449331	960753	81808110	83257441	+	.	.	.	alt_pos = 960753 + (primary_pos - 0)
chr17	chr17_KI270907v1_alt	0	137721	266971	402637	266971	82854804	83257441	-	.	.	.	alt_pos = 402637 - (primary_pos - 0)
chr17	chr17_KI270908v1_alt	0	1423190	45309497	46903773	45309497	36353668	83257441	+	.	.	.	alt_pos = 45309497 + (primary_pos - 0)
chr17	chr17_KI270909v1_alt	0	325800	36045903	36270057	36045903	46987384	83257441	+	.	.	.	alt_pos = 36045903 + (primary_pos - 0)
chr17	chr17_KI270910v1_alt	0	157099	960753	1117082	960753	82140359	83257441	+	.	.	.	alt_pos = 960753 + (primary_pos - 0)
chr17	chr17_KV766197v1_alt	0	246895	52434176	52673566	52434176	30583875	83257441	+	.	.	.	alt_pos = 52434176 + (primary_pos - 0)
chr17	chr17_KV766198v1_alt	0	276292	18239626	18506313	18239626	64751128	83257441	+	.	.	.	alt_pos = 18239626 + (primary_pos - 0)
chr17	chr17_KZ559114v1_alt	0	116753	72833330	72935743	72833330	10321698	83257441	+	.	.	.	alt_pos = 72833330 + (primary_pos - 0)
chr17	chr17_MU273378v1_alt	0	372839	41050197	41432935	41050197	41824506	83257441	+	.	.	.	alt_pos = 41050197 + (primary_pos - 0)
chr18	chr18_GL383567v1_alt	0	289831	50292193	50574792	50292193	29798493	80373285	+	.	.	.	alt_pos = 50292193 + (primary_pos - 0)
chr18	chr18_GL383568v1_alt	0	104552	72933121	73024781	72933121	7348504	80373285	-	.	.	.	alt_pos = 73024781 - (primary_pos - 0)
chr18	chr18_GL383569v1_alt	0	167950	78493466	78652030	78493466	1721255	80373285	+	.	.	.	alt_pos = 78493466 + (primary_pos - 0)
chr18	chr18_GL383570v1_alt	0	164789	51662935	51821642	51662935	28551643	80373285	-	.	.	.	alt_pos = 51821642 - (primary_pos - 0)
chr18	chr18_GL383571v1_alt	0	198278	67423722	67552551	67423722	12820734	80373285	+	.	.	.	alt_pos = 67423722 + (primary_pos - 0)
chr18	chr18_GL383572v1_alt	0	159547	78934885	79088997	78934885	1284288	80373285	+	.	.	.	alt_pos = 78934885 + (primary_pos - 0)
chr18	chr18_KI270863v1_alt	0	167999	79563121	79725366	79563121	647919	80373285	+	.	.	.	alt_pos = 79563121 + (primary_pos - 0)
chr18	chr18_KI270864v1_alt	0	111737	43667276	43773892	43667276	36599393	80373285	-	.	.	.	alt_pos = 43773892 - (primary_pos - 0)
chr18	chr18_KI270911v1_alt	0	157710	78934885	79088997	78934885	1284288	80373285	+	.	.	.	alt_pos = 78934885 + (primary_pos - 0)
chr18	chr18_KI270912v1_alt	0	174061	78493466	78664469	78493466	1708816	80373285	+	.	.	.	alt_pos = 78493466 + (primary_pos - 0)
chr18	chr18_KQ458385v1_alt	0	205101	22388679	22588100	22388679	57785185	80373285	+	.	.	.	alt_pos = 22388679 + (primary_pos - 0)
chr18	chr18_KZ559116v1_alt	0	163186	1744181	1884837	1744181	78488448	80373285	+	.	.	.	alt_pos = 1744181 + (primary_pos - 0)
